trial_id,status,duration_s,cfg_input_len,cfg_kv_policy,cfg_prompt,cfg_prune_fraction,cfg_quant_level,metric_combined_quality,metric_combined_speed_factor,metric_kv_memory_saved_pct,metric_kv_quality,metric_kv_speed_factor,metric_prune_quality,metric_prune_speed_factor,metric_quality_speed_score,metric_quant_cosine_sim,metric_quant_speed_factor,metric_quant_top_agree
optimization_stacking_t0084,completed,0.0030,25,h2o_50,creative,0.0,int4_sim,0.8735777681158428,2.3529411764705883,50.0,0.8742572276871932,1.1764705882352942,1.0,1.0,2.055477101449042,0.9992228150367737,2.0,1.0
optimization_stacking_t0085,completed,0.0165,25,h2o_50,creative,0.25,fp16,0.6556887040439666,1.3445378151260503,50.0,0.8742572276871932,1.1764705882352942,0.7499994683268432,1.1428571428571428,0.8815982575381063,0.9999942779541016,1.0,1.0
optimization_stacking_t0086,completed,0.0161,25,h2o_50,creative,0.25,int8_sim,0.6556706480140122,2.0168067226890756,50.0,0.8742572276871932,1.1764705882352942,0.7499994683268432,1.1428571428571428,1.3223609707845625,0.9999667406082153,1.5,1.0
optimization_stacking_t0087,completed,0.0162,25,h2o_50,creative,0.25,int4_sim,0.6551805557723932,2.6890756302521006,50.0,0.8742572276871932,1.1764705882352942,0.7499994683268432,1.1428571428571428,1.7618300659425699,0.9992192983627319,2.0,1.0
optimization_stacking_t0088,completed,0.0171,25,h2o_50,creative,0.5,fp16,0.4371254902376914,1.5686274509803921,50.0,0.8742572276871932,1.1764705882352942,0.49999928815060996,1.3333333333333333,0.6856870435101042,0.9999942779541016,1.0,1.0
optimization_stacking_t0089,completed,0.0169,25,h2o_50,creative,0.5,int8_sim,0.43711347894785146,2.3529411764705883,50.0,0.8742572276871932,1.1764705882352942,0.49999928815060996,1.3333333333333333,1.0285023034067093,0.9999668002128601,1.5,1.0
optimization_stacking_t0090,completed,0.0175,25,h2o_50,creative,0.5,int4_sim,0.4367878453243815,3.1372549019607843,50.0,0.8742572276871932,1.1764705882352942,0.49999928815060996,1.3333333333333333,1.3703148088608046,0.9992218613624573,2.0,1.0
optimization_stacking_t0091,completed,0.0027,25,h2o_30,creative,0.0,fp16,0.7748443008775266,1.2658227848101264,70.0,0.7748487345975503,1.2658227848101264,1.0,1.0,0.9808155707310463,0.9999942779541016,1.0,1.0
optimization_stacking_t0092,completed,0.0026,25,h2o_30,creative,0.0,int8_sim,0.7748233330765811,1.8987341772151898,70.0,0.7748487345975503,1.2658227848101264,1.0,1.0,1.4711835438162932,0.9999672174453735,1.5,1.0
optimization_stacking_t0093,completed,0.0030,25,h2o_30,creative,0.0,int4_sim,0.7742474113193342,2.531645569620253,70.0,0.7748487345975503,1.2658227848101264,1.0,1.0,1.960120028656542,0.9992239475250244,2.0,1.0
optimization_stacking_t0094,completed,0.0157,25,h2o_30,creative,0.25,fp16,0.5811328136942295,1.446654611211573,70.0,0.7748487345975503,1.2658227848101264,0.7499994683268432,1.1428571428571428,0.8406984646571131,0.9999942779541016,1.0,1.0
optimization_stacking_t0095,completed,0.0167,25,h2o_30,creative,0.25,int8_sim,0.5811165336400583,2.1699819168173597,70.0,0.7748487345975503,1.2658227848101264,0.7499994683268432,1.1428571428571428,1.2610123695625135,0.9999662637710571,1.5,1.0
optimization_stacking_t0096,completed,0.0171,25,h2o_30,creative,0.25,int4_sim,0.5806836920295838,2.893309222423146,70.0,0.7748487345975503,1.2658227848101264,0.7499994683268432,1.1428571428571428,1.6800974814599168,0.9992214441299438,2.0,1.0
optimization_stacking_t0097,completed,0.0157,25,h2o_30,creative,0.5,fp16,0.3874215988663204,1.6877637130801686,70.0,0.7748487345975503,1.2658227848101264,0.49999928815060996,1.3333333333333333,0.6538761162300766,0.9999942779541016,1.0,1.0
optimization_stacking_t0098,completed,0.0155,25,h2o_30,creative,0.5,int8_sim,0.3874108609659255,2.531645569620253,70.0,0.7748487345975503,1.2658227848101264,0.49999928815060996,1.3333333333333333,0.980786989787153,0.999966561794281,1.5,1.0
optimization_stacking_t0099,completed,0.0165,25,h2o_30,creative,0.5,int4_sim,0.3871232468811553,3.375527426160337,70.0,0.7748487345975503,1.2658227848101264,0.49999928815060996,1.3333333333333333,1.3067451371515788,0.9992241859436035,2.0,1.0
optimization_stacking_t0100,completed,0.0028,25,window_50,creative,0.0,fp16,0.1417957794058151,1.1764705882352942,50.0,0.14179659077241571,1.1764705882352942,1.0,1.0,0.16681856400684128,0.9999942779541016,1.0,1.0
optimization_stacking_t0101,completed,0.0027,25,window_50,creative,0.0,int8_sim,0.14179183244537236,1.7647058823529411,50.0,0.14179659077241571,1.1764705882352942,1.0,1.0,0.2502208807859512,0.9999664425849915,1.5,1.0
optimization_stacking_t0102,completed,0.0031,25,window_50,creative,0.0,int4_sim,0.14168678582579552,2.3529411764705883,50.0,0.14179659077241571,1.1764705882352942,1.0,1.0,0.3333806725312836,0.9992256164550781,2.0,1.0
optimization_stacking_t0103,completed,0.0147,25,window_50,creative,0.25,fp16,0.10634675916535165,1.3445378151260503,50.0,0.14179659077241571,1.1764705882352942,0.7499994683268432,1.1428571428571428,0.14298723921391818,0.9999942779541016,1.0,1.0
optimization_stacking_t0104,completed,0.0150,25,window_50,creative,0.25,int8_sim,0.10634381796350934,2.0168067226890756,50.0,0.14179659077241571,1.1764705882352942,0.7499994683268432,1.1428571428571428,0.2144749269852289,0.9999666213989258,1.5,1.0
optimization_stacking_t0105,completed,0.0167,25,window_50,creative,0.25,int4_sim,0.10626493163392399,2.6890756302521006,50.0,0.14179659077241571,1.1764705882352942,0.7499994683268432,1.1428571428571428,0.2857544380071905,0.999224841594696,2.0,1.0
optimization_stacking_t0106,completed,0.0159,25,window_50,creative,0.5,fp16,0.07089778876566846,1.5686274509803921,50.0,0.14179659077241571,1.1764705882352942,0.49999928815060996,1.3333333333333333,0.1112122176716368,0.9999942779541016,1.0,1.0
optimization_stacking_t0107,completed,0.0173,25,window_50,creative,0.5,int8_sim,0.07089582373998014,2.3529411764705883,50.0,0.14179659077241571,1.1764705882352942,0.49999928815060996,1.3333333333333333,0.16681370291760034,0.999966561794281,1.5,1.0
optimization_stacking_t0108,completed,0.0158,25,window_50,creative,0.5,int4_sim,0.07084325402049045,3.1372549019607843,50.0,0.14179659077241571,1.1764705882352942,0.49999928815060996,1.3333333333333333,0.2222533459466367,0.9992250800132751,2.0,1.0
